Node,Rank,PageRank,num_followers,verified_followers,following,total_tweets,total_retweets,total_commenters,total_reposters
PulseChainConf,1421,1.3194981452211485e-05,2471,20,19,5,2,22,61
KoreanCryptoKOR,1422,1.319395762045844e-05,181600,19,19,5,0,112,0
BTC_ConsultsWW,1423,1.3193591846028416e-05,169,19,19,5,1,7,5
Tom__DeFi,1424,1.3184081122342016e-05,4882,20,19,5,5,3,24
david_de_fi,1425,1.3180430822610311e-05,184,19,19,5,2,3,64
ArowNFT,1427,1.3165824587269871e-05,50800,20,20,5,4,168,125
BitcoinAudible,1429,1.3138697269979851e-05,14800,20,18,1,5,5,3
Crypto_Khann,1430,1.313281551010144e-05,312200,20,1,5,5,65,130
42Blockchain_,1431,1.3128487407643772e-05,392,19,20,5,5,3,8
NFT_NYC,1432,1.311812047054044e-05,116700,20,19,1,5,2,19
DeFiNarv,1433,1.3100947116736104e-05,187,20,21,1,5,2,64
bysmashtoshi,1434,1.3089301372218344e-05,1117,20,19,3,1,5,40
Voxchain,1435,1.3083169286037049e-05,448,20,19,5,5,1,2
DefiGuy101,1439,1.3036425628288851e-05,6281,20,5,5,5,22,133
untanglingweb3,1440,1.3026977469836007e-05,468,19,18,5,0,2,0
BitcoinAlive,1441,1.3006164953091576e-05,1942,20,8,5,5,7,16
BITCOIN_XIAO,1442,1.3003261111509683e-05,8128,19,11,5,5,5,58
SuhradMakwana,1443,1.3001344330629923e-05,1751,20,20,5,2,0,58
satoshi_chief,1444,1.3001205395793152e-05,20100,20,18,5,1,28,37
DefiSafety,1445,1.299802084319028e-05,16600,20,19,5,1,1,5
defihunter1,1446,1.2994208698142883e-05,12400,20,19,5,2,33,56
hanhduong_x,1447,1.2993696352470413e-05,3160,20,19,5,5,33,88
DeFiTracer,1448,1.2993279167394656e-05,255400,20,19,4,0,52,0
BrainTrustBTC,1449,1.298460353396048e-05,4503,20,7,2,5,6,31
Hiro_Bitcoin,1450,1.2972550922859384e-05,201,18,18,5,5,8,36
yourcryptodj,1451,1.2965485922270238e-05,153900,20,18,5,3,90,66
bitcoinorghk,1452,1.2964581564408284e-05,6908,20,19,5,5,0,51
AltcoinWorldcom,1455,1.294935096095642e-05,116400,20,18,5,2,92,30
Web3_Hustle,1459,1.2909578889928352e-05,1151,8,19,5,0,12,0
capturedecrypto,1461,1.2902229874356103e-05,376800,14,18,0,5,0,109
BitcoinCarbon,1463,1.2894536885906793e-05,154,9,18,5,1,0,30
RhinoBTCapp,1464,1.2887964148834732e-05,2694,20,19,5,1,33,0
CountDeFiTax,1465,1.287663058996285e-05,77,1,18,5,3,0,2
w3daocom,1466,1.2873919902721209e-05,4085,18,19,1,5,1,67
FatherDeFi,1467,1.2871104905112023e-05,496,20,13,0,5,0,131
bt_app,1469,1.2863977650187076e-05,7064,20,18,5,3,47,77
TheBitcoinNews,1471,1.2842669842536114e-05,70700,20,18,5,0,1,0
BitcoinMtnMan,1472,1.2835824698968057e-05,814,20,4,5,5,2,32
AmuletProtocol,1473,1.283307048498128e-05,95700,19,18,5,2,16,2
hiRavenCrypto,1475,1.281908042981134e-05,112300,20,18,5,2,112,59
EpicDeFiNomad,1476,1.2818395946763786e-05,712,20,19,5,4,44,114
KanaloaNetwork,1477,1.281825600801101e-05,2874,19,18,5,0,11,0
LoganDeFi,1478,1.281682229125017e-05,9776,20,17,5,1,59,10
iceuve,1481,1.2764278044985912e-05,81800,20,19,5,1,27,0
Necromind,1483,1.2737176675901992e-05,1831,20,18,5,5,3,59
BitcoinBoos,1485,1.2734374903984747e-05,12200,20,8,5,5,35,86
BitcoinKE,1486,1.2732530881617532e-05,9501,20,18,5,4,5,1
BTCPepeMatrix,1487,1.2722027970760803e-05,4051,20,19,5,0,19,0
RaritySniperNFT,1488,1.2712829483247208e-05,424400,20,19,5,0,123,0
ministryofdefi,1489,1.2692611591728068e-05,786,19,19,5,5,1,31
ProscritoInvest,1491,1.2685069656443057e-05,4814,20,19,5,0,12,0
DeFiMann,1492,1.2656375249044893e-05,14800,20,19,5,1,16,5
ovo__official,1495,1.2614685692344868e-05,58000,15,16,5,5,2,85
bitcoinjr69,1497,1.2582225147021888e-05,9355,19,19,5,0,41,0
BlockchainKenya,1499,1.2573840277186844e-05,5286,20,18,5,5,3,50
DistilledCrypto,1500,1.2570496758577297e-05,39400,20,19,5,0,42,0
HomiesofWeb3,1502,1.2562159394452772e-05,8802,20,22,4,5,21,35
IHeartRatPoison,1503,1.2561325545601302e-05,411,19,19,5,5,2,158
BitcoinschoolNL,1504,1.2560702508887668e-05,568,20,19,5,4,6,13
GVRCALLS,1506,1.25518557372537e-05,129699,20,12,5,0,88,0
pnxgrp,1508,1.255085375904084e-05,29200,20,13,5,0,7,0
airdropdefigems,1512,1.2532229592728226e-05,245900,20,19,4,5,0,136
BitcoinExecutor,1514,1.250002709406654e-05,1153,19,18,5,0,11,0
MinionsINUbsc,1516,1.248391403164046e-05,1247,19,19,5,3,0,24
BITCOINNAN0,1519,1.244819423273325e-05,561,18,19,5,2,19,29
ReDeFi_World,1520,1.2432670584148491e-05,17500,20,18,5,0,84,0
YuliyanDeFi,1522,1.24220403664488e-05,581,20,19,5,1,0,0
WuBlockchain,1524,1.2408073346869486e-05,493300,20,19,5,0,62,0
thedefimetro,1525,1.2396629400244769e-05,6855,20,20,5,5,2,122
PuzzlesCrusade,1526,1.2388956240130804e-05,12700,19,17,5,1,101,19
BlockscopeCo,1527,1.2382567888293166e-05,1716,15,20,5,5,1,0
BOSs_NFT__,1529,1.2365846364940568e-05,15900,6,18,5,5,99,139
VoiceOfWeb3_,1530,1.2342619508372088e-05,1789,13,20,5,2,0,0
Bitcoin_Vietnam,1533,1.2322577790626838e-05,3163,20,18,5,5,4,2
kerobas_nft,1534,1.2320692998092736e-05,469,4,17,5,5,3,13
CardanoDeFiCDA,1536,1.2301949136335153e-05,9181,20,13,5,5,7,56
heatbit_com,1538,1.2294490304509424e-05,7128,20,11,5,5,5,39
HollyGiveaway,1539,1.2285650641188222e-05,1800000,20,20,4,0,63,0
DeFi369,1541,1.2268885164644492e-05,784,19,18,5,5,0,73
Farhan06546356,1542,1.2257556873133394e-05,313,19,19,5,5,0,142
CoinGapeMedia,1544,1.2238792024389155e-05,75100,20,19,5,1,0,0
MIXMARVELGAME,1545,1.2236934847974488e-05,131000,20,19,5,5,50,87
chrisjterry,1546,1.2236395833862874e-05,9430,20,20,5,5,7,153
BitcoinPuntNL,1548,1.222241039601376e-05,1791,20,15,5,1,1,1
System9_,1549,1.220843208131451e-05,338,20,19,5,5,0,31
PlexusRS,1550,1.2205554624410394e-05,1145,19,19,5,2,2,4
KaiOnChain,1552,1.2179775601234707e-05,872,11,10,5,5,8,7
ForbesCrypto,1553,1.2179557740866798e-05,589500,20,18,5,5,42,6
MaxSolana24,1554,1.2173291963272305e-05,5101,20,18,5,5,3,106
CryptoKonseyi,1556,1.2149831060822615e-05,100700,20,18,5,0,54,0
Mint_Blockchain,1557,1.2138916172057688e-05,375600,10,9,5,5,70,31
DeFiDeion,1561,1.21255912416693e-05,70,20,21,5,1,0,26
kucoincom,1562,1.2121247330046912e-05,3400000,20,15,5,1,118,30
bitcoinpoet,1564,1.2085656823916124e-05,56400,20,19,5,0,1,0
BitcoinParable,1565,1.2082628785103377e-05,1886,20,4,5,5,30,126
fskp10i,1567,1.2067925233271215e-05,1222,1,17,5,5,12,55
ShivInDeFi,1568,1.2065849131870515e-05,601,19,20,4,5,7,81
1836_eth,1571,1.2044029107667826e-05,1740,20,19,5,0,0,0
DeFiVoyager_X,1573,1.2042175414978256e-05,2115,20,19,4,0,4,0
cryptogems_,1574,1.2040474900339556e-05,384600,20,20,5,4,100,83
Coin_Mover,1577,1.2003366757287944e-05,363,20,16,5,3,0,28
nftgoio,1578,1.200230590329398e-05,75100,20,19,5,0,3,0
womeninweb3hk,1579,1.1992075104896614e-05,310,18,18,5,5,0,19
CryptoKing4Ever,1580,1.1984149166064877e-05,919500,20,17,5,3,105,56
humanicebox,1581,1.197016430543522e-05,87,11,19,4,5,0,132
KryzaToken,1582,1.1955277491215708e-05,9396,20,16,5,2,11,44
DeFiCollective_,1583,1.1950109333596724e-05,2142,19,19,5,5,1,28
michubu_eric,1585,1.194630099880166e-05,806,19,19,5,5,2,64
defisecretx,1587,1.19375472257232e-05,2425,19,19,5,0,24,0
nftdesignawards,1588,1.191703300164758e-05,2376,19,19,5,0,9,0
ApeCryptos,1592,1.1901880872394692e-05,98100,20,19,5,4,84,74
Bitcoin_dengJi,1593,1.1889254749405276e-05,4329,19,18,5,0,44,0
AbelIonadi,1594,1.18887746804597e-05,1043,14,19,4,0,66,0
Jumptradenft,1596,1.1885547012679551e-05,86800,19,17,5,1,50,40
trueDeFi,1597,1.188421975377522e-05,15000,17,19,5,5,0,5
ylide_,1598,1.1883017824637868e-05,228400,20,19,5,1,35,14
VeraNFTs,1600,1.185936611503278e-05,88400,20,15,5,4,7,19
HimmeDennis,1605,1.183241291569608e-05,217,19,19,3,5,0,136
m20blockchain,1606,1.1830250946076192e-05,16900,10,20,5,1,132,35
GALAXY_DeFi_,1610,1.1802510047103389e-05,14600,18,19,5,0,6,0
imloupham,1611,1.1798657680808586e-05,1985,20,19,5,0,25,0
The_BTC_Express,1612,1.179774371220574e-05,27100,20,21,5,1,46,17
8_Bitcoin_Base,1614,1.1793414958781326e-05,498,18,8,5,5,17,16
SugarKingdomNFT,1616,1.1790261608474344e-05,144900,20,19,5,4,15,106
juliweb3,1618,1.177996039737352e-05,15700,20,19,5,1,87,39
AccessTribe,1620,1.1769158238755244e-05,1277,18,19,4,5,0,145
Joshflo9175,1621,1.176785682622171e-05,2387,20,20,1,5,17,58
BTCProductGuy,1622,1.176153551472618e-05,213,19,19,5,3,0,89
0xPlasma,1623,1.1754313263929795e-05,38900,20,19,5,5,22,6
Sherlockrypto,1626,1.1739663748472098e-05,4948,19,18,5,0,6,0
BoilerChain,1628,1.1735133134069595e-05,572,19,18,5,5,12,14
BchainUNILORIN,1630,1.1727241812351878e-05,712,19,19,5,1,2,0
AyOoDeFi,1631,1.1723044262148486e-05,4217,19,3,5,5,25,61
TheBitcoinLayer,1633,1.1703186850710842e-05,13700,20,16,5,2,6,1
TechnicallyBTC,1635,1.1692063302479856e-05,2724,20,19,5,1,20,13
AlchemyPay,1637,1.1681888358209067e-05,353900,20,18,5,2,86,43
pumpcoinbets,1639,1.1675876032525324e-05,304500,20,18,1,5,8,91
defidotoken,1641,1.1657224502417016e-05,18800,20,19,5,1,43,24
cryptocloneapps,1642,1.1653491579542324e-05,1268,19,20,5,5,4,124
DirtyCoinDoc,1645,1.1619402592906922e-05,4767,20,6,4,5,24,9
DeFiMomma,1646,1.1616045449580933e-05,876,20,18,5,2,1,54
buda_cm,1648,1.1606371876758573e-05,2802,20,20,5,0,28,0
CryptoTaxGirl,1649,1.1600255467530706e-05,31500,8,19,5,1,64,18
AlienSwap_NFT,1651,1.1594584618200222e-05,155500,20,19,5,5,45,142
web3_js,1652,1.1592306414519583e-05,2501,20,17,5,5,6,5
DeFiDexTrader,1653,1.1591828028528674e-05,1072,20,12,5,5,10,18
CoinSwitch,1654,1.1579748357076608e-05,106300,20,19,5,1,46,9
dblockchaindays,1657,1.1568951817780298e-05,515,19,18,5,5,5,66
ChicoCrypto,1658,1.1561878416780524e-05,34000,20,19,5,1,123,10
asobitcoin,1659,1.1543024643682636e-05,4974,9,18,5,5,0,4
Web3husky,1661,1.1485836056582568e-05,24300,20,19,5,4,9,139
XodeNet,1662,1.148101173774433e-05,101400,8,17,5,0,0,0
Cody_DeFi,1663,1.1466814816785545e-05,1964,20,20,5,5,5,99
GorillaCases,1664,1.1465334458813026e-05,13300,20,20,4,5,3,106
BEconomy_HQ,1665,1.1447121984858074e-05,21200,20,19,4,5,17,26
MetaFighter_NFT,1668,1.1432032069394264e-05,108800,20,19,5,5,162,179
DeFiDingy,1669,1.143062878415816e-05,235,20,19,5,5,0,51
0xPaladinSec,1671,1.1414444294446038e-05,7170,20,19,5,5,8,20
DeFiMasterCall,1673,1.1408307782080704e-05,295600,1,9,5,5,53,119
Sauce_de_Crypto,1674,1.1402950459726206e-05,591,19,19,1,5,7,117
cryptosanthoshK,1675,1.139564563450456e-05,117500,20,19,5,2,131,41
BitcoinVeterans,1676,1.136539083039161e-05,5342,20,18,5,1,3,3
NFTNerdsAI,1677,1.136444106794047e-05,15500,20,19,5,3,1,7
LifeDefiCo,1678,1.1362461898070606e-05,33100,11,18,5,0,23,0
dxbontheblock,1679,1.1346708826354684e-05,6254,20,17,5,5,1,55
BlockchainIndo,1680,1.134392334636678e-05,3386,20,18,5,4,2,2
Web3kaka,1681,1.1333192376891076e-05,96500,18,19,5,0,133,0
HumbleDefi,1684,1.1317463076147478e-05,10500,20,11,5,5,17,13
CoinScanDeFi,1686,1.1313517311438749e-05,11600,20,12,5,1,2,0
BitcoinBoerni,1687,1.1299991591607911e-05,1227,19,19,2,5,0,148
NinjaGetRekt,1689,1.1292946987923313e-05,3634,19,19,5,2,0,39
GametaverseDAO,1690,1.1290380027060597e-05,47300,20,19,5,4,12,115
AlgenBlockchain,1691,1.128705914766226e-05,24800,1,1,5,5,1,131
bitcoin_artisan,1693,1.1275563655648095e-05,991,18,18,5,0,2,0
dedotfi_news,1695,1.1255471571205789e-05,1343,20,14,0,5,0,117
PhoenixDeFiHub,1697,1.1248887917997064e-05,2198,20,20,5,5,25,51
NftsLeveragee,1699,1.1243313932643628e-05,194800,20,19,5,5,17,0
benjpromo1,1700,1.120986090017749e-05,380600,19,19,5,0,70,0
banditsbtc,1701,1.1194323076592709e-05,23700,20,13,5,5,76,42
AthenaBitcoin,1702,1.1190223921075183e-05,6378,20,17,5,0,1,0
Bitcoin_Burns,1703,1.1186426784713494e-05,1339,18,1,2,5,1,83
mybtckingdom,1704,1.1180192914333762e-05,5946,20,19,5,4,65,5
Bitcoinhawling,1706,1.1165257718662575e-05,256,14,19,5,2,6,57
JustnBlockchain,1707,1.1165211066366764e-05,1216,18,20,5,3,2,95
moragarcia75,1709,1.1157108794834797e-05,2920,18,2,0,5,0,101
anon_hodler,1710,1.114876630378026e-05,1314,20,19,4,0,1,0
CryptoAtlas_io,1711,1.1142882765056555e-05,14000,20,18,5,1,0,6
BlockchainLab,1712,1.11350922845907e-05,4510,20,19,2,5,1,0
cookbook_dev,1713,1.1121120713528533e-05,31300,20,19,5,3,14,6
Rook,1717,1.1107378344290636e-05,26400,20,21,5,4,23,12
bd_web3,1718,1.1092552666232968e-05,600,20,20,5,2,0,8
Michael_DeFi,1719,1.1091642337731512e-05,265,20,19,0,5,0,30
vodavdm,1720,1.1080863821122246e-05,154,19,20,5,0,2,0
Cryptowithadnan,1721,1.107951817310614e-05,2760,19,19,5,0,20,0
DefiTheGame,1723,1.1078230052636566e-05,2315,19,19,5,3,1,0
Defi_Eagle,1724,1.1067121368081822e-05,58600,19,18,5,0,43,0
Reaper_Defi,1725,1.1064384741173885e-05,115900,20,19,5,3,73,66
DeFi_Hanzo,1727,1.1058633513157552e-05,127900,20,19,3,0,18,0
TheDeFiNetwork,1728,1.1055197578788267e-05,1301,19,19,5,1,0,5
BitcoinPrecept,1729,1.1043804360650315e-05,388,20,18,5,5,4,109
W3Waves,1730,1.1033393490057182e-05,2590,19,20,5,0,43,0
web3citizenxyz,1731,1.1022355838537993e-05,555,19,19,4,1,3,0
StarkDefi,1732,1.1005393474290389e-05,77500,20,19,5,2,10,6
LAMBDA_Protocol,1734,1.0982236004016376e-05,10100,20,18,4,0,34,0
0xDeFiTH,1736,1.0969655152583829e-05,1753,20,20,1,5,20,76
blockchainug,1737,1.09627555392125e-05,3061,19,19,5,0,0,0
BitcoinGarden,1738,1.094488158003215e-05,97400,20,1,5,5,1,140
Wire_Blockchain,1739,1.0940956869349084e-05,11500,19,16,5,4,51,77
chiliicrypto,1740,1.0937854092855851e-05,1300000,20,18,4,0,20,0
SYP_Protocol,1743,1.0892568209059224e-05,120900,20,18,5,2,12,33
web3meetups,1744,1.0887428316070834e-05,2673,20,18,5,5,5,11
FeyDeFi,1745,1.0878316928375206e-05,209,20,19,5,1,2,25
mattraction_,1746,1.0875957245364482e-05,1253,20,11,2,2,7,1
unjumblexyz,1749,1.0845057850883298e-05,6602,20,16,5,5,2,25
GeeqOfficial,1750,1.0831053569443029e-05,29100,20,18,5,0,2,0
DeFi_JUST,1752,1.0823836575581417e-05,72600,20,18,5,0,1,0
Crypto_Potato,1753,1.0807492524323048e-05,34500,20,20,5,0,0,0
standwithcrypto,1754,1.0806753365237411e-05,40600,20,20,3,5,61,27
blockchainJinfo,1757,1.0794876628127252e-05,1357,17,15,5,5,1,20
Web3Cofounder,1759,1.0781078356949932e-05,1285,20,17,5,5,4,23
webeeu,1760,1.0771229032707458e-05,200500,20,18,4,1,22,9
Dantienacademy,1762,1.0763317708427538e-05,2682,20,19,5,1,0,18
gleb_crypto,1764,1.0749930480080362e-05,3400000,20,18,5,2,183,33
liberty_bitcoin,1767,1.071819861701727e-05,134,14,19,5,0,0,0
defi_explora,1768,1.0714767256372878e-05,13200,20,19,5,0,102,0
DEFI_MEOW,1769,1.0683271973234296e-05,44300,20,18,5,2,34,13
KiwiDefi_,1770,1.0677600403375954e-05,567,20,20,5,4,39,110
Cryptocom_Exch,1771,1.065826864253318e-05,37700,20,17,5,0,27,0
UNXD_NFT,1772,1.0652445922644529e-05,37800,20,13,5,5,46,43
abhi_blockchain,1775,1.06355325730212e-05,10700,18,1,5,5,1,140
RepublicCrypto,1776,1.062876044941805e-05,29300,20,19,5,5,8,54
BlockchainCTR,1777,1.062148620498908e-05,3586,20,18,5,1,4,0
unbankworld,1780,1.0595175536333654e-05,633,19,17,5,1,0,0
CoinMarketCap,1781,1.0585163110743936e-05,6400000,20,19,5,0,109,0
Web3Saint,1784,1.0550585596311387e-05,3395,20,20,5,5,16,107
bitcoin_com_au,1788,1.0497941632834627e-05,1528,20,19,5,0,1,0
TonParty_Web3,1789,1.0493705427443248e-05,161500,20,19,5,2,99,70
tbc_munich,1791,1.0492758623088538e-05,933,19,19,5,2,10,4
BlockchainSeo,1792,1.049120503222476e-05,293,17,19,5,5,1,123
BullsPromoter,1794,1.0475170263826505e-05,258399,20,18,5,0,21,0
CryptoJobsList,1795,1.045867922937025e-05,65600,20,19,5,0,33,0
CryptoLockAI,1797,1.045150180057434e-05,468,18,19,5,0,1,0
SEABC2024,1799,1.0431504514186712e-05,1949,18,16,5,0,1,0
StalkersCrypto,1800,1.0429972890702724e-05,127800,20,16,5,2,208,75
GatoBlockchain,1801,1.0412646425499173e-05,470,8,18,5,5,0,0
HydroBlockchain,1802,1.041015932574756e-05,21500,5,18,5,5,5,9
Op_Bitcoin,1803,1.040999040145874e-05,1202,19,19,5,3,6,29
ABABlockchain,1804,1.0398403167942004e-05,2913,20,9,5,4,0,0
StarcoinSTC,1807,1.0377826229306546e-05,59000,19,19,5,0,27,0
DogOfBitcoin,1809,1.0372474598842051e-05,6965,19,1,5,5,70,71
OnrampBitcoin,1810,1.0359756190861903e-05,9260,20,18,5,5,8,7
BITCryptoXchg,1811,1.0353561235527274e-05,31700,20,19,5,0,27,0
niftysats,1814,1.034356846354516e-05,2222,20,18,5,1,23,7
BeardPalsNFT,1816,1.0336598189265212e-05,13800,20,19,5,0,129,0
BTCtreasuries,1817,1.0329565825118515e-05,13000,20,18,5,3,2,7
_JC_DeFi,1818,1.0328905907176466e-05,2181,20,20,5,0,60,0
NFTdotVN,1821,1.0322736000466328e-05,4565,1,20,5,0,7,0
DeFiDerivatives,1822,1.0320758563278256e-05,653,20,19,5,2,25,9
jia_DeFi,1823,1.031895236961845e-05,4528,20,17,5,5,17,3
TGFCrypto,1824,1.031744057341188e-05,940800,20,18,5,5,74,162
web3plannet,1825,1.0311848056758371e-05,306000,19,21,5,3,5,56
_smartcontracts,1826,1.0279790839433104e-05,173,4,20,5,3,0,41
DeFi_Pr0,1827,1.0276358870368822e-05,41200,19,18,5,1,22,36
value_defi,1828,1.0275795141995625e-05,24100,20,19,5,0,78,0
OzDeFiWizard,1830,1.0250383907948033e-05,941,20,19,5,5,4,37
KarafuruNFT,1832,1.021640524426488e-05,254900,20,8,5,5,69,63
KrystalDeFi,1833,1.0211159626078844e-05,94500,20,21,5,2,15,3
BTCBreakdown,1834,1.0204062444120893e-05,9675,20,19,5,0,7,0
PetitBitcoin,1835,1.0202664130420171e-05,307,6,19,5,5,0,107
Bit_Arch,1836,1.019545794601572e-05,19600,20,18,5,0,24,0
blockvocates,1837,1.0191325609622352e-05,26700,15,17,5,5,1,2
Synthron_Chain,1838,1.016923251395757e-05,898,20,14,5,3,9,24
TrippinApeNFT,1839,1.0165793358281782e-05,152500,20,10,5,2,64,16
usethebitcoin,1841,1.0159968522822932e-05,3810,19,18,5,0,0,0
Crypto_Fans_ETH,1842,1.0150717787822038e-05,88700,20,19,5,0,1,0
W3BuilderNews,1843,1.0137795687048132e-05,843,20,20,5,1,0,25
annilialw,1845,1.0124000699109578e-05,712,18,20,5,4,0,103
Web3Games_Daily,1846,1.0115245197644692e-05,111900,9,18,5,0,18,0
Kyrie_DeFi,1847,1.0110844984024528e-05,792,20,19,5,5,3,68
TURINGBITCOIN,1848,1.0105218669868704e-05,8948,19,18,5,4,36,115
ConftApp,1849,1.0100399498508828e-05,91000,19,25,5,5,5,48
web3sec_news,1850,1.0086623075902016e-05,989,20,1,4,5,0,17
tbhs_sv,1851,1.0084797404891583e-05,1918,18,18,5,2,1,9
BCCryptoBC,1854,1.0068303401925908e-05,9149,20,18,5,0,1,0
0xGBS,1856,1.0054322786245826e-05,11000,20,18,4,5,11,6
vexed_nft,1857,1.0046582867715929e-05,1936,19,20,5,1,2,17
web3dome,1860,1.0030230158248268e-05,244800,18,18,5,5,45,197
DeFiMidas,1861,1.0028403004902244e-05,90500,20,19,3,1,34,10
open_defi,1862,1.0024790343184938e-05,15600,20,19,4,5,0,23
FranzDeFi,1863,1.0023443748932404e-05,11,1,3,1,5,0,95
BitcoinOsteo,1864,1.0020453558000105e-05,267,18,19,5,5,0,140
cryptothegame_,1868,9.963348579920106e-06,11200,20,20,2,5,43,2
CryptoGemsCom,1869,9.947124098699522e-06,386400,20,19,5,0,108,0
peterrbb,1871,9.94438904308148e-06,1565,19,19,5,4,12,80
bitcoindevkit,1872,9.940899343434462e-06,4312,20,15,5,4,7,2
Web3AIML,1874,9.932585791161918e-06,10700,19,19,5,0,0,0
PassOndotio,1877,9.91564778240962e-06,2767,1,19,3,0,15,0
Alpine_Web3,1879,9.903336538702428e-06,20500,20,19,5,0,0,0
Nefture,1881,9.84851118802302e-06,1360,20,19,5,1,1,1
lian54906225,1882,9.847081227633244e-06,791,20,18,5,5,0,53
rendirendikaa,1884,9.834300070536694e-06,3144,20,22,5,1,51,0
BabyyBlockChain,1885,9.834198884838558e-06,33800,8,18,5,4,152,106
TheEmmaCrypt,1886,9.830559292747207e-06,165700,20,19,5,0,42,0
NFTcomofficial,1887,9.83032608081863e-06,47200,16,18,5,1,3,0
fpblockchain,1888,9.828791453569492e-06,39,8,10,5,1,0,0
wearebloxnl,1889,9.824272357850363e-06,8388,20,19,5,0,9,0
buidlbee,1890,9.805286276235251e-06,45600,20,19,5,0,48,0
cryptoshots_nft,1891,9.797143782726684e-06,9087,5,2,4,5,7,8
BensBlockChain,1893,9.794774760678374e-06,3024,15,6,5,5,17,72
partisiampc,1895,9.765147419703464e-06,204200,20,18,5,0,14,0
BerndLapp,1899,9.744749625989224e-06,1802,1,9,5,5,0,9
ShadowLake21,1903,9.736955788256408e-06,337,19,1,3,5,1,111
tintucbitcoin,1904,9.735840456638002e-06,16700,20,19,5,0,0,0
Station3NYC,1907,9.668855185408451e-06,7799,20,19,5,5,31,24
defisummit,1908,9.666913268468254e-06,637,20,12,5,5,4,13
CryptoHole_,1909,9.662114942812789e-06,94600,20,19,4,4,9,69
ooo_podcast,1910,9.643999480762816e-06,994,19,18,5,0,3,0
DeFiFry,1913,9.625083710636264e-06,1581,20,8,5,5,8,77
NftUpcoming,1914,9.621043256528854e-06,61600,20,20,5,0,4,0
krosscoin_team,1916,9.618873447934677e-06,2846,16,18,5,2,12,3
CheskaDeFi,1917,9.597499090722802e-06,65600,19,20,5,5,6,151
kuntect,1919,9.593928312148314e-06,5200000,20,20,5,4,95,87
omnia_protocol,1920,9.589409752076073e-06,248100,20,19,4,1,31,18
Whiz_DeFi,1922,9.576076880078122e-06,32200,20,19,5,0,35,0
Kenkyo_NFT,1925,9.5609383523755e-06,43100,20,19,5,5,63,11
BlockchainZA,1929,9.52354868943112e-06,11400,19,12,5,0,0,0
0xGhostLogs,1932,9.509275497824e-06,3004,20,18,4,5,3,6
0xCentrum,1933,9.506321160606197e-06,1185,13,16,5,5,1,0
EnjoyingBitcoin,1934,9.488717475131003e-06,768,20,1,5,5,5,85
BlockchainTekUS,1935,9.476397507856443e-06,156,19,19,5,5,0,89
dopplefi,1936,9.472767216197038e-06,7760,20,17,5,1,36,7
defl_airdrops,1937,9.47190319251848e-06,42600,20,13,5,5,18,69
ethereumon_sol,1944,9.432243746091804e-06,754,19,3,5,3,39,18
sailorsweb3,1946,9.41799056589359e-06,43400,19,9,5,1,107,44
Quenta_io,1947,9.416050644682064e-06,9420,20,19,5,3,4,90
BitMartNFT,1948,9.415782847970751e-06,31700,20,19,5,4,6,111
xwinfinance,1951,9.389025671418898e-06,5883,19,17,5,0,0,0
GodTheBtc,1952,9.378200409907003e-06,23400,20,17,5,0,111,0
optionblitz_co,1954,9.373710586257897e-06,1793,20,19,5,5,9,60
CNCrypto100X,1956,9.370049441924293e-06,238000,10,19,5,0,95,0
Uniblock,1958,9.345270009370976e-06,3052,19,19,4,2,2,22
Web3Wesley,1960,9.329319641334183e-06,4680,19,11,5,1,11,4
prylabs,1961,9.3250016413441e-06,21300,9,8,5,5,3,19
gaiablockchain,1962,9.321593788036848e-06,1641,17,9,4,5,22,3
mintmeproject,1965,9.30011463959963e-06,31800,19,18,5,2,6,13
_Blockchain_HQ,1966,9.295251168005427e-06,92700,20,18,5,5,0,115
taters_bitcoin,1967,9.281641828318811e-06,232,19,14,5,5,1,93
NeiroOnEthereum,1968,9.278136863285824e-06,59800,20,9,5,5,86,122
Blueprint_DeFi,1969,9.27275055787176e-06,854,20,17,0,5,0,9
zolape01,1970,9.260952340727413e-06,1625,19,1,5,5,15,46
andrew_defi,1971,9.251891881540698e-06,184,19,19,5,0,0,0
BitWorld_AI,1972,9.24218359624082e-06,6913,20,19,5,0,12,0
BlockchainLucy,1973,9.234362344152307e-06,117,18,18,1,5,1,126
iamnftchocolate,1974,9.230761209535497e-06,1382,18,18,5,2,17,8
Manofbitcoin,1976,9.223130119856594e-06,4585,20,19,5,0,4,0
BlockchainCutie,1978,9.21618562738034e-06,38500,20,19,5,1,29,7
Cej_tech,1980,9.2083301707924e-06,5252,20,18,5,0,20,0
belgradebw,1981,9.204726188225444e-06,611,20,19,1,5,0,5
lornah111,1982,9.200065917070162e-06,312,18,19,3,5,1,9
sunlitbitcoin,1983,9.19063780584643e-06,702,6,18,5,2,6,54
DeFiDeXNinja,1984,9.182847962947835e-06,58,17,18,5,1,1,27
JDSawyer33,1985,9.172400321395244e-06,98,10,13,5,5,0,130
udubblockchain,1987,9.159879345810904e-06,415,19,19,5,5,4,23
FurionCrypto,1988,9.153352544459351e-06,925000,19,20,4,0,32,0
Web3_RealtyLLC,1989,9.14953904993196e-06,11100,20,4,5,5,6,95
SBCC_Blockchain,1990,9.145530489302392e-06,15600,18,18,5,0,10,0
EaseDeFi,1992,9.133461080380662e-06,6934,20,13,5,1,13,1
PrincessOfDeFi,1996,9.089109850090564e-06,23300,20,21,5,5,4,5
